event_id,event_type,trigger_ts,trigger_source,reaction_ts,reaction_type,solved_ts,related_machine_id,related_alert_id,resolution_time_ms,total_response_time_ms,metadata
machineFailure:machine_1:1763909931494,machineFailure,1763909931494,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,3165391,3167396,"{""swap_target_machine"": 2}"
storageAlert:4aeed75f-aa65-4d78-aab0-b906b30ed6fb:problem_fresh:1763909935306,storageAlert,1763909935306,dbInterface,1763910387520,ChangeFreshAmount,1763910388564,,4aeed75f-aa65-4d78-aab0-b906b30ed6fb,452214,453258,"{""triggerTs"": 1763909935306, ""bDry"": 81.0, ""problemCategory"": ""fresh"", ""bFresh"": 38.0, ""aDry"": 49.0, ""aFresh"": 32.0, ""alertId"": ""4aeed75f-aa65-4d78-aab0-b906b30ed6fb"", ""title"": ""StorageAlert"", ""_collected_at"": 1763909935310}"
newMachine:machine_0:1763909947231,newMachine,1763909947231,cutting_machine_discovery,1763910253074,AssignBlade,1763910257176,0,,305843,309945,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763909957463,newMachine,1763909957463,cutting_machine_discovery,1763910253070,AssignBlade,1763910257850,1,,295607,300387,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763909972463,machineFailure,1763909972463,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,3124422,3126427,"{""swap_target_machine"": 2}"
newMachine:machine_2:1763909982993,newMachine,1763909982993,cutting_machine_discovery,1763910253076,AssignBlade,1763910399945,2,,270083,416952,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763909987234,machineFailure,1763909987234,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3325337,3687249,"{""swap_target_machine"": 1}"
machineFailure:machine_0:1763910043710,machineFailure,1763910043710,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3268861,3630773,"{""swap_target_machine"": 1}"
machineFailure:machine_0:1763910089614,machineFailure,1763910089614,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3222957,3584869,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910128472,machineFailure,1763910128472,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2968413,2970418,"{""swap_target_machine"": 2}"
machineFailure:machine_1:1763910171263,machineFailure,1763910171263,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2925622,2927627,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910190571,machineFailure,1763910190571,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3122000,3483912,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910231945,machineFailure,1763910231945,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2864940,2866945,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910272176,machineFailure,1763910272176,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3040395,3402307,"{""swap_target_machine"": 1}"
newMachine:machine_0:1763910308534,newMachine,1763910308534,cutting_machine_discovery,1763910343584,AssignBlade,1763910348537,0,,35050,40003,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910317853,machineFailure,1763910317853,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2779032,2781037,"{""swap_target_machine"": 2}"
storageAlert:d5a39089-521d-415b-b760-db25ec4f8a10:problem_B:1763910355355,storageAlert,1763910355355,dbInterface,1763910387522,SwapBlade,1763911027101,,d5a39089-521d-415b-b760-db25ec4f8a10,32167,671746,"{""triggerTs"": 1763910355355, ""bDry"": 39.0, ""problemCategory"": ""B"", ""bFresh"": 12.0, ""aDry"": 104.0, ""aFresh"": 45.0, ""alertId"": ""d5a39089-521d-415b-b760-db25ec4f8a10"", ""title"": ""StorageAlert"", ""_collected_at"": 1763910355359}"
newMachine:machine_1:1763910359696,newMachine,1763910359696,cutting_machine_discovery,1763910387517,AssignBlade,1763910405426,1,,27821,45730,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910364696,machineFailure,1763910364696,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2732189,2734194,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910388538,machineFailure,1763910388538,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2924033,3285945,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910415425,machineFailure,1763910415425,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2681460,2683465,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763910415647,newMachine,1763910415647,cutting_machine_discovery,1763910436520,AssignBlade,1763910440650,0,,20873,25003,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763910446122,newMachine,1763910446122,cutting_machine_discovery,1763910446128,AssignBlade,1763910451122,1,,6,5000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910450649,machineFailure,1763910450649,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2861922,3223834,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763910461614,newMachine,1763910461614,cutting_machine_discovery,1763910646181,AssignBlade,1763910649864,2,,184567,188250,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910471126,machineFailure,1763910471126,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2625759,2627764,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763910476861,newMachine,1763910476861,cutting_machine_discovery,1763910646184,AssignBlade,1763911189375,0,,169323,712514,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910486863,machineFailure,1763910486863,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2825708,3187620,"{""swap_target_machine"": 1}"
newMachine:machine_1:1763910502333,newMachine,1763910502333,cutting_machine_discovery,1763910660323,AssignBlade,1763910665316,1,,157990,162983,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910527335,machineFailure,1763910527335,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2569550,2571555,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910552574,machineFailure,1763910552574,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2759997,3121909,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910573538,machineFailure,1763910573538,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2523347,2525352,"{""swap_target_machine"": 2}"
machineFailure:machine_1:1763910614573,machineFailure,1763910614573,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2482312,2484317,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910639107,machineFailure,1763910639107,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2673464,3035376,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910680318,machineFailure,1763910680318,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2416567,2418572,"{""swap_target_machine"": 2}"
newMachine:machine_2:1763910691027,newMachine,1763910691027,cutting_machine_discovery,1763910691641,AssignBlade,1763910696027,2,,614,5000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763910721268,newMachine,1763910721268,cutting_machine_discovery,1763910826635,AssignBlade,1763911011110,1,,105367,289842,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763910721510,newMachine,1763910721510,cutting_machine_discovery,1763910826637,AssignBlade,1763911026946,2,,105127,305436,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910725567,machineFailure,1763910725567,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2587004,2948916,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910741270,machineFailure,1763910741270,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2355615,2357620,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763910752008,newMachine,1763910752008,cutting_machine_discovery,1763910781182,AssignBlade,1763910782009,0,,29174,30001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910782009,machineFailure,1763910782009,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2530562,2892474,"{""swap_target_machine"": 1}"
newMachine:machine_0:1763910818411,newMachine,1763910818411,cutting_machine_discovery,1763910826637,AssignBlade,1763910828412,0,,8226,10001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910822466,machineFailure,1763910822466,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2274419,2276424,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910873413,machineFailure,1763910873413,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2439158,2801070,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763910884620,newMachine,1763910884620,cutting_machine_discovery,1763910916632,AssignBlade,1763910919625,2,,32012,35005,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910889115,machineFailure,1763910889115,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2207770,2209775,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763910900183,newMachine,1763910900183,cutting_machine_discovery,1763910916633,AssignBlade,1763911189375,0,,16450,289192,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910905184,machineFailure,1763910905184,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2407387,2769299,"{""swap_target_machine"": 1}"
newMachine:machine_1:1763910920411,newMachine,1763910920411,cutting_machine_discovery,1763910961629,AssignBlade,1763911011110,1,,41218,90699,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910930410,machineFailure,1763910930410,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2166475,2168480,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910950861,machineFailure,1763910950861,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2361710,2723622,"{""swap_target_machine"": 1}"
machineFailure:machine_0:1763911001611,machineFailure,1763911001611,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2310960,2672872,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763911021946,newMachine,1763911021946,cutting_machine_discovery,1763911021954,AssignBlade,1763911026946,2,,8,5000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911026110,machineFailure,1763911026110,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2070775,2072780,"{""swap_target_machine"": 2}"
newMachine:machine_1:1763911047766,newMachine,1763911047766,cutting_machine_discovery,1763911096178,AssignBlade,1763911098430,1,,48412,50664,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911057767,machineFailure,1763911057767,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2039118,2041123,"{""swap_target_machine"": 2}"
newMachine:machine_2:1763911078197,newMachine,1763911078197,cutting_machine_discovery,1763911096171,AssignBlade,1763911190064,2,,17974,111867,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911102240,machineFailure,1763911102240,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2210331,2572243,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911133431,machineFailure,1763911133431,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1963454,1965459,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763911139371,newMachine,1763911139371,cutting_machine_discovery,1763911186679,AssignBlade,1763911189375,0,,47308,50004,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763911174842,newMachine,1763911174842,cutting_machine_discovery,1763911186682,AssignBlade,1763911280998,1,,11840,106156,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911174842,machineFailure,1763911174842,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1922043,1924048,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763911199375,machineFailure,1763911199375,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2113196,2475108,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911215325,machineFailure,1763911215325,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1881560,1883565,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763911235784,newMachine,1763911235784,cutting_machine_discovery,1763911276171,AssignBlade,1763911326704,0,,40387,90920,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911265786,machineFailure,1763911265786,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2046785,2408697,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911285997,machineFailure,1763911285997,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1810888,1812893,"{""swap_target_machine"": 2}"
newMachine:machine_2:1763911286491,newMachine,1763911286491,cutting_machine_discovery,1763911291498,AssignBlade,1763911296492,2,,5007,10001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:881c2381-bcb0-42d3-a6ca-fb56b74ea5bd:problem_B:1763911305452,storageAlert,1763911305452,dbInterface,1763911321625,SwapBlade,1763911327212,,881c2381-bcb0-42d3-a6ca-fb56b74ea5bd,16173,21760,"{""triggerTs"": 1763911305452, ""bDry"": 22.0, ""problemCategory"": ""B"", ""bFresh"": 36.0, ""aDry"": 61.0, ""aFresh"": 81.0, ""alertId"": ""881c2381-bcb0-42d3-a6ca-fb56b74ea5bd"", ""title"": ""StorageAlert"", ""_collected_at"": 1763911305458}"
newMachine:machine_1:1763911312192,newMachine,1763911312192,cutting_machine_discovery,1763911321627,AssignBlade,1763911322191,1,,9435,9999,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911326704,machineFailure,1763911326704,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1985867,2347779,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763911342690,newMachine,1763911342690,cutting_machine_discovery,1763911410619,AssignBlade,1763911555922,2,,67929,213232,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763911367903,newMachine,1763911367903,cutting_machine_discovery,1763911372912,AssignBlade,1763911377903,0,,5009,10000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911377193,machineFailure,1763911377193,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1719692,1721697,"{""swap_target_machine"": 2}"
newMachine:machine_1:1763911403599,newMachine,1763911403599,cutting_machine_discovery,1763911524534,AssignBlade,1763911529527,1,,120935,125928,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911418600,machineFailure,1763911418600,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1678285,1680290,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763911437906,machineFailure,1763911437906,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1874665,2236577,"{""swap_target_machine"": 1}"
newMachine:machine_0:1763911464758,newMachine,1763911464758,cutting_machine_discovery,1763911645666,AssignBlade,1763911648128,0,,180908,183370,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911479760,machineFailure,1763911479760,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1832811,2194723,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763911500218,newMachine,1763911500218,cutting_machine_discovery,1763911525931,AssignBlade,1763911530921,2,,25713,30703,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911525449,machineFailure,1763911525449,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1787122,2149034,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911544528,machineFailure,1763911544528,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1552357,1554362,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763911571452,machineFailure,1763911571452,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1741119,2103031,"{""swap_target_machine"": 1}"
newMachine:machine_1:1763911586918,newMachine,1763911586918,cutting_machine_discovery,1763911645666,AssignBlade,1763911647650,1,,58748,60732,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911591919,machineFailure,1763911591919,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1504966,1506971,"{""swap_target_machine"": 2}"
storageAlert:422db782-a0df-4908-915c-d73bf966ee25:problem_B:1763911605484,storageAlert,1763911605484,dbInterface,1763911645666,SwapBlade,1763911677679,,422db782-a0df-4908-915c-d73bf966ee25,40182,72195,"{""triggerTs"": 1763911605484, ""bDry"": 23.0, ""problemCategory"": ""B"", ""bFresh"": 32.0, ""aDry"": 61.0, ""aFresh"": 84.0, ""alertId"": ""422db782-a0df-4908-915c-d73bf966ee25"", ""title"": ""StorageAlert"", ""_collected_at"": 1763911605487}"
machineFailure:machine_0:1763911612408,machineFailure,1763911612408,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1700163,2062075,"{""swap_target_machine"": 1}"
machineFailure:machine_0:1763911653128,machineFailure,1763911653128,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1659443,2021355,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763911663353,newMachine,1763911663353,cutting_machine_discovery,1763911740168,AssignBlade,1763911744205,2,,76815,80852,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763911678584,newMachine,1763911678584,cutting_machine_discovery,1763911690621,AssignBlade,1763911693586,0,,12037,15002,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911692653,machineFailure,1763911692653,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1404232,1406237,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763911713587,machineFailure,1763911713587,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1598984,1960896,"{""swap_target_machine"": 1}"
newMachine:machine_1:1763911729792,newMachine,1763911729792,cutting_machine_discovery,1763911830632,AssignBlade,1763911877271,1,,100840,147479,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911734791,machineFailure,1763911734791,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1362094,1364099,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763911745028,newMachine,1763911745028,cutting_machine_discovery,1763911785131,AssignBlade,1763911786046,0,,40103,41018,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911750029,machineFailure,1763911750029,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1562542,1924454,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911770509,machineFailure,1763911770509,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1326376,1328381,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763911796046,machineFailure,1763911796046,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1516525,1878437,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911816292,machineFailure,1763911816292,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1280593,1282598,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763911831775,newMachine,1763911831775,cutting_machine_discovery,1763911831782,AssignBlade,1763911836776,0,,7,5001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911856780,machineFailure,1763911856780,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1455791,1817703,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763911872761,newMachine,1763911872761,cutting_machine_discovery,1763912085280,AssignBlade,1763912085674,2,,212519,212913,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763911892980,newMachine,1763911892980,cutting_machine_discovery,1763912175778,AssignBlade,1763912177884,0,,282798,284904,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911907272,machineFailure,1763911907272,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1189613,1191618,"{""swap_target_machine"": 2}"
newMachine:machine_1:1763911933662,newMachine,1763911933662,cutting_machine_discovery,1763912183315,AssignBlade,1763912188308,1,,249653,254646,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911953664,machineFailure,1763911953664,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1143221,1145226,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763911992988,machineFailure,1763911992988,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1319583,1681495,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763912039707,machineFailure,1763912039707,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1057178,1059183,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763912065461,machineFailure,1763912065461,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1247110,1609022,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763912081134,machineFailure,1763912081134,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1015751,1017756,"{""swap_target_machine"": 2}"
storageAlert:746474aa-00c2-47f5-86d8-7dd58a2b639a:problem_B:1763912095534,storageAlert,1763912095534,dbInterface,1763912310263,SwapBlade,1763912636692,,746474aa-00c2-47f5-86d8-7dd58a2b639a,214729,541158,"{""triggerTs"": 1763912095534, ""bDry"": 23.0, ""problemCategory"": ""B"", ""bFresh"": 33.0, ""aDry"": 54.0, ""aFresh"": 90.0, ""alertId"": ""746474aa-00c2-47f5-86d8-7dd58a2b639a"", ""title"": ""StorageAlert"", ""_collected_at"": 1763912095537}"
machineFailure:machine_1:1763912106934,machineFailure,1763912106934,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,989951,991956,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763912126650,machineFailure,1763912126650,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1185921,1547833,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763912147414,machineFailure,1763912147414,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,949471,951476,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763912187884,machineFailure,1763912187884,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1124687,1486599,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763912208833,newMachine,1763912208833,cutting_machine_discovery,1763912310261,AssignBlade,1763912539284,2,,101428,330451,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763912213310,machineFailure,1763912213310,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,883575,885580,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763912229265,newMachine,1763912229265,cutting_machine_discovery,1763912310259,AssignBlade,1763912336208,0,,80994,106943,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763912239266,machineFailure,1763912239266,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1073305,1435217,"{""swap_target_machine"": 1}"
newMachine:machine_1:1763912254813,newMachine,1763912254813,cutting_machine_discovery,1763912330518,AssignBlade,1763912335508,1,,75705,80695,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763912259814,machineFailure,1763912259814,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,837071,839076,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763912300273,machineFailure,1763912300273,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1012298,1374210,"{""swap_target_machine"": 1}"
machineFailure:machine_0:1763912371212,machineFailure,1763912371212,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,941359,1303271,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763912395512,machineFailure,1763912395512,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,701373,703378,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763912407708,newMachine,1763912407708,cutting_machine_discovery,1763912445262,AssignBlade,1763912447711,0,,37554,40003,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763912422911,newMachine,1763912422911,cutting_machine_discovery,1763912535258,AssignBlade,1763912626673,1,,112347,203762,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763912442912,machineFailure,1763912442912,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,653973,655978,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763912482713,machineFailure,1763912482713,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,829858,1191770,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763912503880,machineFailure,1763912503880,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,593005,595010,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763912514617,newMachine,1763912514617,cutting_machine_discovery,1763912598267,AssignBlade,1763912662147,0,,83650,147530,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
